mac,endpoint_identity_group,oui,organization,description,desk,switch,port,site
10:E7:C6:B5:C0:95,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037442,usnap-sw-13,Gi1/0/2,us-naperville
00:04:F2:D1:52:CA,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037443,usnap-sw-13,Gi1/0/3,us-naperville
10:E7:C6:EB:D0:D2,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037443,usnap-sw-13,Gi1/0/3,us-naperville
00:04:F2:3E:16:EE,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037444,usnap-sw-13,Gi1/0/4,us-naperville
10:E7:C6:AE:C9:2C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037444,usnap-sw-13,Gi1/0/4,us-naperville
00:04:F2:C6:5A:D7,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037445,usnap-sw-13,Gi1/0/5,us-naperville
10:E7:C6:23:8E:A2,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037445,usnap-sw-13,Gi1/0/5,us-naperville
00:04:F2:B0:39:12,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037446,usnap-sw-14,Gi1/0/1,us-naperville
10:E7:C6:2F:FE:C9,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037446,usnap-sw-14,Gi1/0/1,us-naperville
00:04:F2:2A:C0:C2,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037447,usnap-sw-14,Gi1/0/2,us-naperville
10:E7:C6:BF:E8:30,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037447,usnap-sw-14,Gi1/0/2,us-naperville
00:04:F2:F1:D2:0E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037448,usnap-sw-14,Gi1/0/3,us-naperville
10:E7:C6:52:A1:24,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037448,usnap-sw-14,Gi1/0/3,us-naperville
00:04:F2:0E:08:DC,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037449,usnap-sw-14,Gi1/0/4,us-naperville
10:E7:C6:D7:AB:2B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037449,usnap-sw-14,Gi1/0/4,us-naperville
00:04:F2:EF:05:4D,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037450,usnap-sw-14,Gi1/0/5,us-naperville
10:E7:C6:FD:55:39,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037450,usnap-sw-14,Gi1/0/5,us-naperville
00:04:F2:7C:A5:68,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037451,usnap-sw-15,Gi1/0/1,us-naperville
10:E7:C6:E0:03:EA,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037451,usnap-sw-15,Gi1/0/1,us-naperville
00:04:F2:55:EF:99,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037452,usnap-sw-15,Gi1/0/2,us-naperville
10:E7:C6:46:5D:F6,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037452,usnap-sw-15,Gi1/0/2,us-naperville
00:04:F2:58:42:39,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037453,usnap-sw-15,Gi1/0/3,us-naperville
10:E7:C6:D0:7E:F4,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037453,usnap-sw-15,Gi1/0/3,us-naperville
00:04:F2:CD:E1:00,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037454,usnap-sw-15,Gi1/0/4,us-naperville
10:E7:C6:8F:5E:CC,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037454,usnap-sw-15,Gi1/0/4,us-naperville
00:04:F2:E6:8C:FB,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037455,usnap-sw-15,Gi1/0/5,us-naperville
10:E7:C6:E5:52:2D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037455,usnap-sw-15,Gi1/0/5,us-naperville
00:04:F2:FF:D0:F4,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037456,usnap-sw-16,Gi1/0/1,us-naperville
10:E7:C6:0F:C8:E0,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037456,usnap-sw-16,Gi1/0/1,us-naperville
00:04:F2:B6:D7:96,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037457,usnap-sw-16,Gi1/0/2,us-naperville
10:E7:C6:D1:D0:50,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037457,usnap-sw-16,Gi1/0/2,us-naperville
00:04:F2:EB:04:B2,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037458,usnap-sw-16,Gi1/0/3,us-naperville
10:E7:C6:E5:F2:61,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037458,usnap-sw-16,Gi1/0/3,us-naperville
00:04:F2:EF:7E:11,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037459,usnap-sw-16,Gi1/0/4,us-naperville
10:E7:C6:17:33:C4,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037459,usnap-sw-16,Gi1/0/4,us-naperville
00:04:F2:CC:9B:DF,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037460,usnap-sw-16,Gi1/0/5,us-naperville
10:E7:C6:62:FF:DE,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037460,usnap-sw-16,Gi1/0/5,us-naperville
00:04:F2:2C:69:F1,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037461,usnap-sw-17,Gi1/0/1,us-naperville
10:E7:C6:64:AE:2E,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037461,usnap-sw-17,Gi1/0/1,us-naperville
00:04:F2:A5:48:A2,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037462,usnap-sw-17,Gi1/0/2,us-naperville
10:E7:C6:67:64:90,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037462,usnap-sw-17,Gi1/0/2,us-naperville
00:04:F2:32:4C:4F,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037463,usnap-sw-17,Gi1/0/3,us-naperville
10:E7:C6:D1:2E:9C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037463,usnap-sw-17,Gi1/0/3,us-naperville
00:04:F2:35:C1:48,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037464,usnap-sw-17,Gi1/0/4,us-naperville
10:E7:C6:59:5E:E7,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037464,usnap-sw-17,Gi1/0/4,us-naperville
00:04:F2:A5:D4:11,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037465,usnap-sw-17,Gi1/0/5,us-naperville
10:E7:C6:13:D3:A9,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037465,usnap-sw-17,Gi1/0/5,us-naperville
00:04:F2:E3:5F:FF,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037466,usnap-sw-18,Gi1/0/1,us-naperville
10:E7:C6:3F:11:81,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037466,usnap-sw-18,Gi1/0/1,us-naperville
00:04:F2:66:1C:F1,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037467,usnap-sw-18,Gi1/0/2,us-naperville
10:E7:C6:D5:C7:CE,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037467,usnap-sw-18,Gi1/0/2,us-naperville
00:04:F2:51:D1:46,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037468,usnap-sw-18,Gi1/0/3,us-naperville
10:E7:C6:1F:37:20,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037468,usnap-sw-18,Gi1/0/3,us-naperville
00:04:F2:22:E9:41,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037469,usnap-sw-18,Gi1/0/4,us-naperville
10:E7:C6:EA:4D:F5,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037469,usnap-sw-18,Gi1/0/4,us-naperville
00:04:F2:D1:02:13,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037470,usnap-sw-18,Gi1/0/5,us-naperville
10:E7:C6:A3:C5:AA,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037470,usnap-sw-18,Gi1/0/5,us-naperville
00:04:F2:76:14:11,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037471,usnap-sw-19,Gi1/0/1,us-naperville
10:E7:C6:10:B0:56,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037471,usnap-sw-19,Gi1/0/1,us-naperville
00:04:F2:69:9C:F1,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037472,usnap-sw-19,Gi1/0/2,us-naperville
10:E7:C6:4F:3D:98,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037472,usnap-sw-19,Gi1/0/2,us-naperville
00:04:F2:DC:54:43,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037473,usnap-sw-19,Gi1/0/3,us-naperville
10:E7:C6:82:D9:2A,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037473,usnap-sw-19,Gi1/0/3,us-naperville
00:04:F2:C3:1B:2B,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037474,usnap-sw-19,Gi1/0/4,us-naperville
10:E7:C6:2B:BF:1D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037474,usnap-sw-19,Gi1/0/4,us-naperville
00:04:F2:72:87:1D,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037475,usnap-sw-19,Gi1/0/5,us-naperville
10:E7:C6:A3:75:FD,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037475,usnap-sw-19,Gi1/0/5,us-naperville
00:04:F2:15:BB:0A,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037476,usnap-sw-20,Gi1/0/1,us-naperville
10:E7:C6:F8:9D:9D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037476,usnap-sw-20,Gi1/0/1,us-naperville
00:04:F2:8A:2D:E2,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037477,usnap-sw-20,Gi1/0/2,us-naperville
10:E7:C6:0C:C4:EE,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037477,usnap-sw-20,Gi1/0/2,us-naperville
00:04:F2:6B:6F:E7,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037478,usnap-sw-20,Gi1/0/3,us-naperville
10:E7:C6:84:70:96,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037478,usnap-sw-20,Gi1/0/3,us-naperville
00:04:F2:08:82:AE,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037479,usnap-sw-20,Gi1/0/4,us-naperville
10:E7:C6:FE:09:33,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037479,usnap-sw-20,Gi1/0/4,us-naperville
00:04:F2:50:AE:B8,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037480,usnap-sw-20,Gi1/0/5,us-naperville
10:E7:C6:A0:BB:FD,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037480,usnap-sw-20,Gi1/0/5,us-naperville
00:04:F2:F5:38:04,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037481,usnap-sw-21,Gi1/0/1,us-naperville
10:E7:C6:D5:9B:9C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037481,usnap-sw-21,Gi1/0/1,us-naperville
00:04:F2:BE:7E:D8,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037482,usnap-sw-21,Gi1/0/2,us-naperville
10:E7:C6:B2:ED:A8,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037482,usnap-sw-21,Gi1/0/2,us-naperville
00:04:F2:C8:07:91,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037483,usnap-sw-21,Gi1/0/3,us-naperville
10:E7:C6:16:A9:50,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037483,usnap-sw-21,Gi1/0/3,us-naperville
00:04:F2:E6:FB:7A,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037484,usnap-sw-21,Gi1/0/4,us-naperville
10:E7:C6:B7:9C:02,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037484,usnap-sw-21,Gi1/0/4,us-naperville
00:04:F2:4A:7F:67,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037485,usnap-sw-21,Gi1/0/5,us-naperville
10:E7:C6:27:D0:24,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037485,usnap-sw-21,Gi1/0/5,us-naperville
00:04:F2:C1:15:9F,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037486,usnap-sw-22,Gi1/0/1,us-naperville
10:E7:C6:55:FA:35,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037486,usnap-sw-22,Gi1/0/1,us-naperville
00:04:F2:59:93:7B,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037487,usnap-sw-22,Gi1/0/2,us-naperville
10:E7:C6:3A:26:59,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037487,usnap-sw-22,Gi1/0/2,us-naperville
00:04:F2:41:4A:D0,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037488,usnap-sw-22,Gi1/0/3,us-naperville
10:E7:C6:86:1C:86,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037488,usnap-sw-22,Gi1/0/3,us-naperville
00:04:F2:64:09:DC,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037489,usnap-sw-22,Gi1/0/4,us-naperville
10:E7:C6:09:19:52,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037489,usnap-sw-22,Gi1/0/4,us-naperville
00:04:F2:84:F2:6D,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037490,usnap-sw-22,Gi1/0/5,us-naperville
10:E7:C6:75:2D:93,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037490,usnap-sw-22,Gi1/0/5,us-naperville
00:04:F2:4B:6C:D0,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037491,usnap-sw-23,Gi1/0/1,us-naperville
10:E7:C6:81:7A:2D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037491,usnap-sw-23,Gi1/0/1,us-naperville
00:04:F2:C2:2E:53,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037492,usnap-sw-23,Gi1/0/2,us-naperville
10:E7:C6:5E:98:0A,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037492,usnap-sw-23,Gi1/0/2,us-naperville
00:04:F2:E3:1F:4C,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037493,usnap-sw-23,Gi1/0/3,us-naperville
10:E7:C6:4E:62:99,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037493,usnap-sw-23,Gi1/0/3,us-naperville
00:04:F2:CE:1B:06,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037494,usnap-sw-23,Gi1/0/4,us-naperville
10:E7:C6:BF:9A:E1,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037494,usnap-sw-23,Gi1/0/4,us-naperville
00:04:F2:74:07:42,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037495,usnap-sw-23,Gi1/0/5,us-naperville
10:E7:C6:7D:61:A3,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037495,usnap-sw-23,Gi1/0/5,us-naperville
00:04:F2:2E:4E:EA,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037496,usnap-sw-24,Gi1/0/1,us-naperville
10:E7:C6:D2:34:23,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037496,usnap-sw-24,Gi1/0/1,us-naperville
00:04:F2:2A:39:03,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037497,usnap-sw-24,Gi1/0/2,us-naperville
10:E7:C6:11:63:C2,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037497,usnap-sw-24,Gi1/0/2,us-naperville
00:04:F2:50:57:45,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037498,usnap-sw-24,Gi1/0/3,us-naperville
10:E7:C6:84:F0:83,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037498,usnap-sw-24,Gi1/0/3,us-naperville
00:04:F2:26:0F:9B,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037499,usnap-sw-24,Gi1/0/4,us-naperville
10:E7:C6:69:C8:C9,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037499,usnap-sw-24,Gi1/0/4,us-naperville
00:04:F2:87:CF:E2,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037500,usnap-sw-24,Gi1/0/5,us-naperville
10:E7:C6:A8:27:8B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037500,usnap-sw-24,Gi1/0/5,us-naperville
00:04:F2:7D:94:75,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037501,usnap-sw-25,Gi1/0/1,us-naperville
10:E7:C6:7A:C7:8E,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037501,usnap-sw-25,Gi1/0/1,us-naperville
00:04:F2:C3:E1:B8,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037502,usnap-sw-25,Gi1/0/2,us-naperville
10:E7:C6:98:85:6F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037502,usnap-sw-25,Gi1/0/2,us-naperville
00:04:F2:74:32:B1,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037503,usnap-sw-25,Gi1/0/3,us-naperville
10:E7:C6:50:99:FD,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037503,usnap-sw-25,Gi1/0/3,us-naperville
00:04:F2:ED:81:94,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037504,usnap-sw-25,Gi1/0/4,us-naperville
10:E7:C6:C9:F8:79,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037504,usnap-sw-25,Gi1/0/4,us-naperville
00:04:F2:F0:76:D6,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037505,usnap-sw-25,Gi1/0/5,us-naperville
10:E7:C6:F7:DD:ED,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037505,usnap-sw-25,Gi1/0/5,us-naperville
00:04:F2:E2:85:8E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037506,usnap-sw-26,Gi1/0/1,us-naperville
10:E7:C6:01:A4:48,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037506,usnap-sw-26,Gi1/0/1,us-naperville
00:04:F2:B0:65:C8,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037507,usnap-sw-26,Gi1/0/2,us-naperville
10:E7:C6:ED:A5:65,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037507,usnap-sw-26,Gi1/0/2,us-naperville
00:04:F2:D3:4C:40,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037508,usnap-sw-26,Gi1/0/3,us-naperville
10:E7:C6:CD:6F:28,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037508,usnap-sw-26,Gi1/0/3,us-naperville
00:04:F2:FA:DE:CA,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037509,usnap-sw-26,Gi1/0/4,us-naperville
10:E7:C6:9C:C9:E9,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037509,usnap-sw-26,Gi1/0/4,us-naperville
00:04:F2:59:BC:1D,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037510,usnap-sw-26,Gi1/0/5,us-naperville
10:E7:C6:D0:57:67,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037510,usnap-sw-26,Gi1/0/5,us-naperville
00:04:F2:D8:05:91,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037511,usnap-sw-27,Gi1/0/1,us-naperville
10:E7:C6:90:E2:EB,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037511,usnap-sw-27,Gi1/0/1,us-naperville
00:04:F2:B0:C1:78,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037512,usnap-sw-27,Gi1/0/2,us-naperville
10:E7:C6:18:9D:37,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037512,usnap-sw-27,Gi1/0/2,us-naperville
00:04:F2:82:56:FB,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037513,usnap-sw-27,Gi1/0/3,us-naperville
10:E7:C6:B3:AD:49,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037513,usnap-sw-27,Gi1/0/3,us-naperville
00:04:F2:A4:71:FA,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037514,usnap-sw-27,Gi1/0/4,us-naperville
10:E7:C6:F6:64:78,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037514,usnap-sw-27,Gi1/0/4,us-naperville
00:04:F2:B9:95:9D,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037515,usnap-sw-27,Gi1/0/5,us-naperville
10:E7:C6:CB:A2:76,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037515,usnap-sw-27,Gi1/0/5,us-naperville
00:04:F2:87:75:BC,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037516,usnap-sw-28,Gi1/0/1,us-naperville
10:E7:C6:F5:04:90,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037516,usnap-sw-28,Gi1/0/1,us-naperville
00:04:F2:CD:60:FB,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037517,usnap-sw-28,Gi1/0/2,us-naperville
10:E7:C6:A7:3D:1A,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037517,usnap-sw-28,Gi1/0/2,us-naperville
00:04:F2:CC:A3:DA,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037518,usnap-sw-28,Gi1/0/3,us-naperville
10:E7:C6:33:78:56,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037518,usnap-sw-28,Gi1/0/3,us-naperville
00:04:F2:6B:C5:91,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037519,usnap-sw-28,Gi1/0/4,us-naperville
10:E7:C6:0C:B9:E3,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037519,usnap-sw-28,Gi1/0/4,us-naperville
00:04:F2:AE:4C:90,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037520,usnap-sw-28,Gi1/0/5,us-naperville
10:E7:C6:FE:9A:5C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037520,usnap-sw-28,Gi1/0/5,us-naperville
00:04:F2:2B:27:88,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037521,usnap-sw-29,Gi1/0/1,us-naperville
10:E7:C6:81:E1:28,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037521,usnap-sw-29,Gi1/0/1,us-naperville
00:04:F2:27:0C:36,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037522,usnap-sw-29,Gi1/0/2,us-naperville
10:E7:C6:93:54:D4,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037522,usnap-sw-29,Gi1/0/2,us-naperville
00:04:F2:D0:18:FA,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037523,usnap-sw-29,Gi1/0/3,us-naperville
10:E7:C6:30:0F:68,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037523,usnap-sw-29,Gi1/0/3,us-naperville
00:04:F2:49:1E:3B,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037524,usnap-sw-29,Gi1/0/4,us-naperville
10:E7:C6:18:2F:05,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037524,usnap-sw-29,Gi1/0/4,us-naperville
00:04:F2:93:51:4E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037525,usnap-sw-29,Gi1/0/5,us-naperville
